incident_i,engine_area_c,exposure_c,incident_type_c,property_use_c,detector_c,structure_stat_c,cinjury_c,cfatal_c,finjury_c,ffatal_c,call_month_c,call_day_c,call_hour_c,dispatch_n,arrival_n,clear_n
16926,57,0,700,10,0,0,0,0,0,0,11,4,13,9,437,629
16927,55,0,118,13,3,0,0,0,0,0,11,4,14,208,622,1091
16928,17,0,745,9,0,0,0,0,0,0,11,4,14,224,404,499
16929,34,0,160,46,0,0,0,0,0,0,11,4,14,114,423,649
16930,40,0,745,26,0,0,0,0,0,0,11,4,14,129,361,466
16931,33,0,130,25,0,0,0,0,0,0,11,4,14,116,568,1573
16932,40,0,118,33,3,0,0,0,0,0,11,4,14,114,360,1474
16933,58,0,111,20,0,1,1,0,0,0,11,4,15,341,539,3193
16934,58,1,130,20,0,0,0,0,0,0,11,4,15,0,653,3096
16935,33,0,551,40,0,0,0,0,0,0,11,4,16,15,725,3516
16936,54,0,600,1,0,0,0,0,0,0,11,4,16,93,864,1221
16937,58,0,111,20,0,1,0,0,0,0,11,4,16,69,374,1356
16938,55,0,600,1,0,0,0,0,0,0,11,4,17,106,535,622
16939,54,0,600,1,0,0,0,0,0,0,11,4,17,220,720,1803
16940,17,0,745,0,0,0,0,0,0,0,11,4,18,98,420,3898
16941,51,0,151,6,3,0,0,0,0,0,11,4,18,200,542,958
16942,51,0,745,9,0,0,0,0,0,0,11,4,18,202,467,473
16943,9,0,111,0,0,1,0,0,0,0,11,4,18,133,464,1721
16944,55,0,700,6,0,0,0,0,0,0,11,4,20,144,480,562
16945,53,0,412,1,0,0,0,0,0,0,11,4,21,178,582,2878
16946,54,0,412,1,0,0,0,0,0,0,11,4,21,103,482,2847
16947,40,0,745,51,0,0,0,0,0,0,11,4,21,121,568,1016
16948,30,0,700,1,0,0,0,0,0,0,11,4,21,113,380,940
16949,30,0,400,1,0,0,0,0,0,0,11,4,21,80,399,1401
16950,55,0,600,20,0,0,0,0,0,0,11,4,22,30,423,1316
16951,42,0,111,0,0,1,0,0,0,0,11,4,23,66,268,4095
16952,42,0,700,6,0,0,0,0,0,0,11,5,0,34,441,579
16953,27,0,131,6,0,0,0,0,0,0,11,5,1,165,743,1544
16954,42,0,700,20,0,0,0,0,0,0,11,5,2,25,516,798
16955,42,0,130,20,0,0,0,0,0,0,11,5,2,108,245,1387
16956,53,0,411,1,0,0,0,0,0,0,11,5,3,221,515,700
16957,1,0,745,41,0,0,0,0,0,0,11,5,3,102,513,629
16958,27,0,131,6,0,0,0,0,0,0,11,5,4,39,315,1853
16959,50,0,150,14,0,0,0,0,0,0,11,5,4,89,379,663
16960,57,0,700,1,0,0,0,0,0,0,11,5,4,87,449,2284
16961,55,0,710,3,0,0,0,0,0,0,11,5,5,188,458,544
16962,57,0,600,25,0,0,0,0,0,0,11,5,6,113,612,713
16963,27,0,745,24,0,0,0,0,0,0,11,5,7,112,406,555
16964,46,0,600,7,0,0,0,0,0,0,11,5,8,77,455,685
16965,35,0,130,25,0,0,0,0,0,0,11,5,8,137,512,1541
16966,48,0,745,1,0,0,0,0,0,0,11,5,8,63,334,431
16967,51,0,745,1,0,0,0,0,0,0,11,5,8,93,328,425
16968,42,0,600,1,0,0,0,0,0,0,11,5,8,173,614,1120
16969,39,0,600,30,0,0,0,0,0,0,11,5,9,11,74,113
16970,57,0,700,7,0,0,0,0,0,0,11,5,10,63,328,462
16971,30,0,741,1,0,0,0,0,0,0,11,5,11,87,766,854
16972,55,0,445,1,0,0,1,0,0,0,11,5,11,104,369,2158
16973,59,0,130,17,0,0,0,0,0,0,11,5,11,131,517,1965
16974,60,0,111,1,0,5,0,0,0,0,11,5,12,103,277,2261
16975,17,0,745,0,0,0,0,0,0,0,11,5,12,113,542,1017
16976,40,0,421,1,0,0,0,0,0,0,11,5,12,124,359,9191
16977,41,0,445,1,0,0,0,0,0,0,11,5,13,124,496,840
16978,27,0,445,6,0,0,0,0,0,0,11,5,13,146,318,328
16979,30,0,111,1,0,1,0,0,0,0,11,5,14,96,411,3618
16980,56,0,111,1,0,3,0,0,0,0,11,5,15,96,387,2571
16981,58,0,700,1,0,0,0,0,0,0,11,5,15,129,394,532
16982,41,0,700,6,0,0,0,0,0,0,11,5,16,217,540,660
16983,55,0,111,51,0,2,0,0,0,0,11,5,16,143,424,2801
16984,56,0,111,1,0,2,0,0,0,0,11,5,17,74,421,1203
16985,9,0,700,6,0,0,0,0,0,0,11,5,17,107,362,498
16986,44,0,130,25,0,0,0,0,0,0,11,5,17,98,697,1689
16987,53,0,130,3,0,0,0,0,0,0,11,5,17,44,445,1892
16988,33,0,700,0,0,0,0,0,0,0,11,5,18,15,318,612
16989,40,0,150,1,0,0,0,0,0,0,11,5,19,125,329,1184
16990,55,0,600,7,0,0,0,0,0,0,11,5,19,117,388,494
16991,53,0,600,1,0,0,0,0,0,0,11,5,19,70,457,770
16992,59,0,420,1,0,0,0,0,0,0,11,5,19,210,628,1045
16993,9,0,143,13,0,0,0,0,0,0,11,5,21,56,352,624
16994,30,0,111,1,0,1,0,0,0,0,11,5,21,83,313,1431
16995,33,0,111,6,0,2,0,0,0,0,11,5,21,88,316,4262
16996,1,0,700,29,0,0,0,0,0,0,11,5,22,205,557,596
16997,57,0,600,3,0,0,0,0,0,0,11,5,22,96,309,648
16998,35,0,700,25,0,0,0,0,0,0,11,5,23,111,391,588
16999,30,0,745,41,0,0,0,0,0,0,11,5,23,158,510,685
17000,30,0,740,78,0,0,0,0,0,0,11,6,1,23,339,453
17001,30,0,400,1,0,0,0,0,0,0,11,6,3,34,530,891
17002,60,0,111,1,0,2,0,0,0,0,11,6,4,234,634,2862
17003,57,0,130,1,0,0,0,0,0,0,11,6,4,79,458,1537
17004,58,0,444,7,0,0,0,0,0,0,11,6,4,72,132,2407
17005,27,0,551,1,0,0,0,0,0,0,11,6,5,86,0,1200
17006,42,0,600,6,0,0,0,0,0,0,11,6,5,325,1000,1001
17007,52,0,111,55,3,1,0,0,0,0,11,6,5,102,393,1250
17008,57,0,611,6,0,0,0,0,0,0,11,6,6,12,298,280
17009,57,0,130,1,0,0,0,0,0,0,11,6,7,131,406,1750
17010,57,0,444,6,0,0,0,0,0,0,11,6,7,93,490,2102
17011,55,0,445,1,0,0,0,0,0,0,11,6,7,82,357,1749
17012,51,0,444,9,0,0,0,0,0,0,11,6,7,215,572,2140
17013,56,0,444,13,0,0,0,0,0,0,11,6,7,110,573,3663
17014,48,0,740,36,0,0,0,0,0,0,11,6,8,9,347,359
17015,53,0,424,1,0,0,0,0,0,0,11,6,8,91,320,3723
17016,52,0,444,1,0,0,0,0,0,0,11,6,8,84,523,3819
17017,58,0,445,1,0,0,0,0,0,0,11,6,8,237,845,2006
17018,0,0,130,25,0,0,0,0,0,0,11,6,9,109,394,2532
17019,17,0,622,25,0,0,0,0,0,0,11,6,9,236,769,826
17020,56,0,444,32,0,0,0,0,0,0,11,6,9,124,633,1736
17021,29,0,130,9,0,0,0,0,0,0,11,6,9,7,0,84
17022,9,0,700,0,0,0,0,0,0,0,11,6,10,174,393,630
17023,56,0,445,15,0,0,0,0,0,0,11,6,10,126,554,5722
17024,1,0,400,7,0,0,0,0,0,0,11,6,10,67,0,5653
17025,51,0,444,7,0,0,0,0,0,0,11,6,10,85,605,1108
17026,54,0,745,61,0,0,0,0,0,0,11,6,10,85,224,381
17027,51,0,445,1,0,0,0,0,0,0,11,6,10,231,568,761
17028,55,0,745,1,0,0,0,0,0,0,11,6,10,92,386,592
17029,59,0,745,1,0,0,0,0,0,0,11,6,11,146,873,896
17030,9,0,411,7,0,0,0,0,0,0,11,6,11,55,380,1065
17031,40,0,745,1,0,0,0,0,0,0,11,6,12,108,397,517
17032,40,0,111,1,0,4,0,0,0,0,11,6,12,121,238,3102
17033,44,1,111,1,2,1,0,0,0,0,11,6,12,0,0,4035
17034,44,0,111,1,0,4,0,0,0,0,11,6,12,246,351,4035
17035,51,0,113,1,1,0,0,0,0,0,11,6,13,199,585,1746
17036,56,0,445,15,0,0,0,0,0,0,11,6,13,75,882,2257
17037,42,0,745,1,0,0,0,0,0,0,11,6,13,70,559,1649
17038,57,0,651,0,0,0,0,0,0,0,11,6,13,79,476,1063
17039,54,0,745,1,0,0,0,0,0,0,11,6,14,97,524,573
17040,42,0,745,1,0,0,0,0,0,0,11,6,14,83,389,441
17041,40,0,700,1,0,0,0,0,0,0,11,6,15,79,284,554
17042,51,0,130,35,0,0,0,0,0,0,11,6,16,54,526,1329
17043,52,0,710,6,0,0,0,0,0,0,11,6,16,181,544,699
17044,34,0,111,1,0,5,0,0,0,0,11,6,16,128,378,4477
17045,32,0,151,46,0,0,0,0,0,0,11,6,16,90,870,2459
17046,30,0,745,1,0,0,0,0,0,0,11,6,16,117,462,715
17047,51,0,745,1,0,0,0,0,0,0,11,6,16,130,840,842
17048,39,0,745,74,2,0,0,0,0,0,11,6,17,80,325,501
17049,30,0,400,55,0,0,0,0,0,0,11,6,18,129,388,1806
17050,54,0,600,1,0,0,0,0,0,0,11,6,19,240,671,728
17051,51,0,111,1,0,1,0,0,0,0,11,6,19,146,462,9572
17052,57,0,600,1,0,0,0,0,0,0,11,6,20,20,63,67
17053,59,0,611,1,0,0,0,0,0,0,11,6,20,10,629,1206
17054,60,0,700,17,0,0,0,0,0,0,11,6,20,99,497,587
17055,55,0,611,1,0,0,0,0,0,0,11,6,21,9,111,114
17056,46,0,445,3,0,0,0,0,0,0,11,6,21,95,481,581
17057,60,0,445,6,0,0,0,0,0,0,11,6,21,73,359,623
17058,59,0,700,0,0,0,0,0,0,0,11,6,21,126,351,605
17059,51,0,651,1,0,0,0,0,0,0,11,6,22,110,724,1229
17060,30,0,142,1,0,0,0,0,0,0,11,6,22,106,402,1032
17061,48,0,400,9,0,0,0,0,0,0,11,6,22,133,367,483
17062,57,0,150,1,0,0,0,0,0,0,11,6,23,119,452,749
17063,59,0,745,1,0,0,0,0,0,0,11,6,23,97,529,674
17064,57,0,111,1,0,1,0,0,0,0,11,6,23,148,436,2301
17065,29,0,130,6,0,0,0,0,0,0,11,6,23,39,374,1448
17066,30,0,111,1,0,4,0,0,0,0,11,6,23,122,325,3510
17067,55,0,745,1,0,0,0,0,0,0,11,6,23,127,603,1894
17068,44,0,111,0,0,1,0,0,0,0,11,7,1,91,377,1379
17069,32,0,445,9,0,0,0,0,0,0,11,7,1,210,856,3595
17070,56,0,611,1,0,0,0,0,0,0,11,7,1,44,220,222
17071,56,0,111,1,0,1,0,0,0,0,11,7,1,83,328,1742
17072,44,0,111,1,0,1,0,0,0,0,11,7,1,154,423,2629
17073,55,0,611,14,0,0,0,0,0,0,11,7,2,15,560,701
17074,44,0,160,1,0,0,0,0,0,0,11,7,2,165,424,7573
17075,42,0,111,1,0,1,0,0,0,0,11,7,2,90,358,5428
17076,60,0,600,0,0,0,0,0,0,0,11,7,4,15,682,883
17077,9,0,700,57,0,0,0,0,0,0,11,7,5,90,402,697
17078,56,0,0,9,0,0,0,0,0,0,11,7,5,62,321,5594
17079,30,0,111,0,0,1,0,0,0,0,11,7,6,130,323,4328
17080,39,0,611,0,0,0,0,0,0,0,11,7,6,21,435,600
17081,52,0,220,9,0,0,0,0,0,0,11,7,7,93,365,692
17082,59,0,445,1,0,0,0,0,0,0,11,7,7,84,379,662
17083,32,0,411,9,0,0,0,0,0,0,11,7,7,71,363,842
17084,39,0,130,6,0,0,0,0,0,0,11,7,8,134,443,2715
17085,44,0,111,1,0,2,0,0,0,0,11,7,9,126,506,4766
17086,44,0,130,6,0,0,0,0,0,0,11,7,10,176,530,2263
17087,58,0,111,20,0,1,0,0,0,0,11,7,10,107,317,1804
17088,33,0,700,1,0,0,0,0,0,0,11,7,10,58,349,620
17089,58,0,745,1,0,0,0,0,0,0,11,7,11,101,295,384
17090,32,0,111,1,0,1,0,0,0,0,11,7,12,122,416,1495
17091,42,0,111,1,0,1,0,0,0,0,11,7,12,154,458,3806
17092,9,0,700,0,0,0,0,0,0,0,11,7,12,141,539,864
17093,35,0,111,9,0,0,0,0,0,0,11,7,12,138,368,2847
17094,56,0,111,1,0,2,0,0,0,0,11,7,12,155,369,2153
17095,59,0,745,1,0,0,0,0,0,0,11,7,13,141,328,627
17096,40,0,111,1,0,2,0,0,0,0,11,7,13,100,329,1647
17097,42,0,445,1,0,0,0,0,0,0,11,7,13,217,791,1837
17098,59,0,700,1,0,0,0,0,0,0,11,7,13,142,524,675
17099,50,0,700,1,0,0,0,0,0,0,11,7,13,199,425,491
17100,54,0,150,13,0,0,0,0,0,0,11,7,14,128,475,743
17101,52,0,118,1,3,0,0,0,0,0,11,7,14,100,380,736
17102,51,0,745,1,0,0,0,0,0,0,11,7,14,112,426,765
17103,17,0,651,0,0,0,0,0,0,0,11,7,15,100,298,2116
17104,30,0,700,6,0,0,0,0,0,0,11,7,16,72,345,494
17105,42,0,130,20,0,1,0,0,0,0,11,7,16,116,318,4976
17106,46,0,700,1,0,0,0,0,0,0,11,7,17,133,370,563
17107,57,0,700,1,0,0,0,0,0,0,11,7,17,121,566,571
17108,46,0,700,1,0,0,0,0,0,0,11,7,17,181,298,396
17109,40,0,700,19,0,0,0,0,0,0,11,7,17,116,682,1006
17110,58,0,111,17,0,2,0,0,0,0,11,7,18,159,374,1033
17111,44,0,111,1,0,4,0,0,0,0,11,7,18,196,515,2930
17112,41,0,700,6,0,0,0,0,0,0,11,7,18,155,354,888
17113,32,0,111,0,2,1,1,0,0,0,11,7,18,107,474,2956
17114,44,0,445,9,0,0,0,0,0,0,11,7,19,87,614,2331
17115,59,0,130,6,0,0,0,0,0,0,11,7,20,205,396,1475
17116,55,0,700,6,0,0,0,0,0,0,11,7,20,11,175,243
17117,46,0,745,33,0,0,0,0,0,0,11,7,20,64,424,530
17118,54,0,700,18,0,0,0,0,0,0,11,7,20,169,544,618
17119,48,0,700,6,0,0,0,0,0,0,11,7,20,104,434,634
17120,52,0,111,1,0,2,0,0,0,0,11,7,20,118,350,763
17121,55,0,745,1,0,0,0,0,0,0,11,7,21,368,726,845
17122,40,0,745,49,0,0,0,0,0,0,11,7,21,120,394,579
17123,34,0,600,25,0,0,0,0,0,0,11,7,21,90,537,615
17124,58,0,700,25,0,0,0,0,0,0,11,7,21,121,334,462
17125,34,0,130,7,0,0,0,0,0,0,11,7,21,163,590,1533
17126,60,0,700,7,0,0,0,0,0,0,11,7,22,103,0,282
17127,54,0,600,1,0,0,0,0,0,0,11,7,22,115,266,554
17128,52,0,600,1,0,0,0,0,0,0,11,7,23,7,59,63
17129,56,0,700,6,0,0,0,0,0,0,11,8,0,80,463,674
17130,40,0,700,6,0,0,0,0,0,0,11,8,1,92,456,575
17131,56,0,150,1,0,0,0,0,0,0,11,8,3,87,454,1270
17132,40,0,700,6,0,0,0,0,0,0,11,8,3,4,499,707
17133,59,0,700,1,0,0,0,0,0,0,11,8,3,4,434,615
17134,59,0,111,1,0,1,0,0,0,0,11,8,4,63,342,4546
17135,30,0,745,1,0,0,0,0,0,0,11,8,6,78,535,660
17136,53,0,130,9,0,0,0,0,0,0,11,8,6,61,408,607
17137,55,0,651,1,0,0,0,0,0,0,11,8,7,143,661,1066
17138,59,0,561,1,0,0,0,0,0,0,11,8,8,135,584,2285
17139,44,0,651,1,0,0,0,0,0,0,11,8,8,193,465,906
17140,40,0,745,2,0,0,0,0,0,0,11,8,8,130,437,695
17141,32,0,130,6,0,0,0,0,0,0,11,8,8,98,499,1255
17142,34,0,150,44,0,0,0,0,0,0,11,8,9,137,392,987
17143,42,0,130,40,0,0,0,0,0,0,11,8,9,21,25,31
17144,17,0,700,24,0,0,0,0,0,0,11,8,9,178,501,748
17145,42,0,745,1,0,0,0,0,0,0,11,8,10,109,741,749
17146,30,0,444,1,0,0,0,0,0,0,11,8,11,86,526,7274
17147,56,0,745,1,0,0,0,0,0,0,11,8,12,102,400,589
17148,42,0,151,6,0,0,0,0,0,0,11,8,13,120,435,745
17149,44,0,111,1,0,2,0,0,0,0,11,8,13,161,397,2312
17150,59,0,745,1,0,0,0,0,0,0,11,8,13,103,433,522
17151,42,0,651,1,0,0,0,0,0,0,11,8,13,85,484,546
17152,60,0,745,1,0,0,0,0,0,0,11,8,14,234,532,1738
17153,57,0,118,1,3,0,0,0,0,0,11,8,14,158,438,1054
17154,56,0,143,8,0,0,0,0,0,0,11,8,14,69,411,1114
17155,57,0,700,1,0,0,0,0,0,0,11,8,14,155,823,1135
17156,9,0,444,7,0,0,0,0,0,0,11,8,14,60,246,3215
17157,60,0,700,1,0,0,0,0,0,0,11,8,15,57,311,355
17158,33,0,700,1,0,0,0,0,0,0,11,8,15,71,372,529
17159,32,0,130,1,0,0,0,0,0,0,11,8,15,105,477,2878
17160,42,0,130,25,0,0,0,0,0,0,11,8,15,140,429,2123
17161,52,0,111,1,0,1,0,0,0,0,11,8,16,166,485,1843
17162,33,0,600,74,3,0,0,0,0,0,11,8,16,133,544,551
17163,42,0,130,6,0,0,0,0,0,0,11,8,16,88,315,1581
17164,56,0,745,1,0,0,0,0,0,0,11,8,16,116,405,562
17165,34,0,653,13,0,0,0,0,0,0,11,8,16,193,547,690
17166,53,0,745,1,0,0,0,0,0,0,11,8,17,142,833,1066
17167,33,0,150,1,0,0,0,0,0,0,11,8,18,194,883,889
17168,32,0,600,1,0,0,0,0,0,0,11,8,18,77,468,825
17169,59,0,700,1,0,0,0,0,0,0,11,8,18,92,310,585
17170,34,0,652,55,0,0,0,0,0,0,11,8,18,11,242,443
17171,57,0,743,1,0,0,0,0,0,0,11,8,20,162,561,1155
17172,46,0,111,27,0,2,0,0,0,0,11,8,20,52,339,4822
17173,34,0,100,1,0,0,0,0,0,0,11,8,21,74,366,1262
17174,9,0,160,7,0,0,0,0,0,0,11,8,21,78,331,1203
17175,60,0,411,3,0,0,0,0,0,0,11,8,21,15,304,823
17176,54,0,111,1,0,1,1,0,0,0,11,8,21,115,388,5736
17177,51,0,600,17,0,0,0,0,0,0,11,8,21,144,529,1070
17178,53,0,151,9,0,0,0,0,0,0,11,8,22,47,124,158
17179,27,0,150,1,0,0,0,0,0,0,11,8,23,170,398,1633
17180,39,0,111,0,0,1,0,0,0,0,11,9,2,138,424,3293
17181,42,0,113,1,3,0,0,0,0,0,11,9,3,176,614,819
17182,56,0,150,1,0,0,0,0,0,0,11,9,3,179,462,1526
17183,9,0,444,7,0,0,0,0,0,0,11,9,6,149,489,2809
17184,9,0,745,41,0,0,0,0,0,0,11,9,7,103,489,634
17185,57,0,700,0,0,0,0,0,0,0,11,9,8,101,368,495
17186,1,0,130,35,0,0,0,0,0,0,11,9,8,57,440,1522
17187,58,0,745,1,0,0,0,0,0,0,11,9,8,79,226,271
17188,1,0,745,0,0,0,0,0,0,0,11,9,9,189,308,565
17189,48,0,745,0,0,0,0,0,0,0,11,9,10,81,260,343
17190,17,0,745,0,0,0,0,0,0,0,11,9,11,150,462,901
17191,55,0,113,1,3,0,0,0,0,0,11,9,11,129,472,650
17192,58,0,745,5,0,0,0,0,0,0,11,9,11,118,494,572
17193,51,0,111,1,0,5,0,0,0,0,11,9,11,107,449,2500
17194,50,0,111,1,0,1,0,0,0,0,11,9,12,173,367,634
17195,9,0,745,0,0,0,0,0,0,0,11,9,13,103,740,763
17196,44,0,745,1,0,0,0,0,0,0,11,9,13,99,450,530
17197,50,0,111,17,0,1,1,0,0,0,11,9,13,103,304,1636
17198,40,0,700,7,0,0,0,0,0,0,11,9,13,82,324,404
17199,33,0,700,17,0,3,0,0,0,0,11,9,15,90,394,467
17200,56,0,411,9,0,0,0,0,0,0,11,9,15,152,575,2950
17201,27,0,151,13,0,0,0,0,0,0,11,9,16,157,587,914
17202,34,0,151,6,0,0,0,0,0,0,11,9,16,66,342,606
17203,30,0,745,22,0,0,0,0,0,0,11,9,16,174,534,540
17204,52,0,700,1,0,0,0,0,0,0,11,9,16,96,369,497
17205,58,0,700,1,0,0,0,0,0,0,11,9,16,211,373,572
17206,9,0,160,121,0,0,0,0,0,0,11,9,17,135,673,5726
17207,42,0,700,10,0,0,0,0,0,0,11,9,18,189,334,543
17208,56,0,600,7,0,0,0,0,0,0,11,9,18,133,477,708
17209,55,0,440,0,0,0,0,0,0,0,11,9,18,249,578,1265
17210,58,0,111,1,0,2,0,0,0,0,11,9,19,80,285,2341
17211,51,0,151,31,0,0,0,0,0,0,11,9,19,68,435,1531
17212,41,0,600,7,0,0,0,0,0,0,11,9,19,101,295,838
17213,41,0,600,19,0,0,0,0,0,0,11,9,20,144,774,1174
17214,9,0,745,9,0,0,0,0,0,0,11,9,20,109,0,234
17215,42,0,745,1,0,0,0,0,0,0,11,9,20,155,494,548
17216,41,0,600,1,0,0,0,0,0,0,11,9,20,400,700,1390
17217,35,0,113,0,2,0,0,0,0,0,11,9,20,84,481,1441
17218,41,0,411,5,0,0,0,0,0,0,11,9,20,84,494,642
17219,40,0,445,1,3,0,0,0,0,0,11,9,20,231,500,995
17220,41,0,412,6,0,0,0,0,0,0,11,9,21,193,257,283
17221,39,0,130,7,0,0,0,0,0,0,11,9,21,129,352,1411
17222,59,0,735,1,0,0,0,0,0,0,11,9,22,127,552,816
17223,60,0,445,1,0,0,0,0,0,0,11,9,22,67,500,773
17224,59,0,130,6,0,0,0,0,0,0,11,9,22,15,213,773
17225,17,0,113,0,3,0,0,0,0,0,11,10,1,191,652,2799
17226,51,0,111,1,0,1,0,0,0,0,11,10,2,73,328,4501
17227,1,0,650,29,0,0,0,0,0,0,11,10,2,106,0,608
17228,53,0,411,1,0,0,0,0,0,0,11,10,5,159,502,3147
17229,40,0,111,0,0,1,0,0,0,0,11,10,6,132,371,1365
17230,57,0,745,54,0,0,0,0,0,0,11,10,6,175,701,750
17231,9,0,745,9,0,0,0,0,0,0,11,10,7,96,402,635
17232,56,0,700,1,0,0,0,0,0,0,11,10,8,61,563,692
17233,30,0,445,17,0,0,0,0,0,0,11,10,8,86,674,2664
17234,9,0,700,0,0,0,0,0,0,0,11,10,8,118,572,1028
17235,56,0,745,36,0,0,0,0,0,0,11,10,8,96,294,759
17236,59,0,445,1,0,0,0,0,0,0,11,10,9,85,415,770
17237,54,0,444,7,0,0,0,0,0,0,11,10,9,119,451,3909
17238,59,0,745,24,0,0,0,0,0,0,11,10,9,95,401,760
17239,52,0,111,1,0,1,0,0,0,0,11,10,10,132,435,2983
17240,9,0,745,0,0,0,0,0,0,0,11,10,10,105,376,381
17241,52,0,111,9,0,0,0,0,0,0,11,10,11,25,53,111
17242,44,0,745,33,0,0,0,0,0,0,11,10,11,118,432,522
17243,42,0,651,1,0,0,0,0,0,0,11,10,12,284,655,1438
17244,40,0,700,1,0,0,0,0,0,0,11,10,13,88,213,1405
17245,39,0,611,1,0,0,0,0,0,0,11,10,13,27,180,185
17246,54,0,700,1,0,0,0,0,0,0,11,10,13,88,325,371
17247,17,0,600,0,0,0,0,0,0,0,11,10,13,89,229,236
17248,51,0,600,1,0,0,0,0,0,0,11,10,14,53,398,4387
17249,57,0,130,6,0,0,0,0,0,0,11,10,14,86,341,1356
17250,34,0,700,1,0,0,0,0,0,0,11,10,14,186,441,674
17251,35,0,700,57,0,0,0,0,0,0,11,10,15,145,406,467
17252,50,0,111,1,0,1,0,0,0,0,11,10,15,156,353,4556
17253,42,0,118,1,3,0,0,0,0,0,11,10,15,153,577,1468
17254,59,0,130,6,0,0,0,0,0,0,11,10,16,82,1076,1793
17255,55,0,113,1,2,0,0,0,0,0,11,10,16,89,421,562
17256,27,0,600,6,0,0,0,0,0,0,11,10,16,147,571,951
17257,41,0,600,1,0,0,0,0,0,0,11,10,17,12,417,547
17258,54,0,600,1,0,0,0,0,0,0,11,10,19,200,696,987
17259,57,0,118,6,3,0,0,0,0,0,11,10,19,119,495,5497
17260,55,0,710,6,0,0,0,0,0,0,11,10,19,58,408,422
17261,50,0,600,6,0,0,0,0,0,0,11,10,19,105,324,597
17262,41,0,700,1,0,0,0,0,0,0,11,10,21,253,630,873
17263,60,0,551,6,0,0,0,0,0,0,11,10,21,103,479,901
17264,40,0,611,17,0,0,0,0,0,0,11,10,21,45,344,1523
17265,54,0,745,1,0,0,0,0,0,0,11,10,21,103,416,533
17266,55,0,100,17,0,0,0,0,0,0,11,10,22,215,492,2240
17267,55,0,700,55,0,0,0,0,0,0,11,10,22,108,327,777
17268,46,0,444,6,0,0,0,0,0,0,11,10,23,117,440,2386
17269,50,0,651,1,0,0,0,0,0,0,11,10,23,99,449,1543
17270,52,0,745,1,0,0,0,0,0,0,11,10,23,180,552,6065
17271,59,0,611,6,0,0,0,0,0,0,11,10,23,21,322,927
17272,30,0,411,7,0,0,0,0,0,0,11,11,0,29,343,896
17273,55,0,111,17,0,2,0,0,0,0,11,11,0,74,365,7899
17274,57,0,700,1,0,0,0,0,0,0,11,11,1,182,430,690
17275,30,0,600,7,0,0,0,0,0,0,11,11,1,84,483,538
17276,56,0,745,1,0,0,0,0,0,0,11,11,3,96,425,718
17277,52,0,150,6,0,0,0,0,0,0,11,11,4,24,437,588
17278,59,0,745,1,0,0,0,0,0,0,11,11,5,105,454,530
17279,55,0,111,17,0,2,0,0,0,0,11,11,5,26,361,1448
17280,34,0,745,1,0,0,0,0,0,0,11,11,5,89,619,625
17281,1,0,651,66,0,0,0,0,0,0,11,11,6,194,594,834
17282,53,0,600,1,0,0,0,0,0,0,11,11,7,26,353,442
17283,55,0,700,1,0,0,0,0,0,0,11,11,7,22,436,521
17284,42,0,151,6,0,0,0,0,0,0,11,11,8,95,386,2199
17285,52,0,600,1,0,0,0,0,0,0,11,11,8,158,505,936
17286,41,0,733,1,0,0,0,0,0,0,11,11,9,89,337,636
17287,30,0,611,1,0,0,0,0,0,0,11,11,9,15,326,1364
17288,58,0,130,6,0,0,0,0,0,0,11,11,11,84,408,1330
17289,51,0,700,1,0,0,0,0,0,0,11,11,11,154,529,924
17290,42,0,730,39,0,0,0,0,0,0,11,11,11,100,371,724
17291,42,0,651,0,0,0,0,0,0,0,11,11,11,270,288,624
17292,60,0,445,46,0,0,0,0,0,0,11,11,13,133,360,551
17293,33,0,150,8,0,0,0,0,0,0,11,11,13,211,462,593
17294,57,0,411,1,0,0,0,0,0,0,11,11,13,126,596,875
17295,42,0,700,1,0,0,0,0,0,0,11,11,13,11,313,434
17296,40,0,600,70,0,0,0,0,0,0,11,11,13,19,399,406
17297,41,0,551,1,0,0,0,0,0,0,11,11,14,45,385,1653
17298,30,0,413,3,0,0,0,0,0,0,11,11,14,126,352,873
17299,9,0,745,0,0,0,0,0,0,0,11,11,15,115,514,538
17300,55,0,700,0,0,0,0,0,0,0,11,11,15,139,399,968
17301,58,0,700,6,0,0,0,0,0,0,11,11,16,155,459,565
17302,55,0,150,1,0,0,0,0,0,0,11,11,17,201,807,1548
17303,54,0,745,1,0,0,0,0,0,0,11,11,17,90,568,686
17304,33,0,151,21,0,0,0,0,0,0,11,11,17,117,347,667
17305,53,0,220,1,0,0,0,0,0,0,11,11,18,131,372,1947
17306,50,0,111,1,0,1,0,0,0,0,11,11,18,90,319,1757
17307,30,0,600,1,0,0,0,0,0,0,11,11,18,23,385,1359
17308,39,0,700,6,0,0,0,0,0,0,11,11,18,50,446,671
17309,59,0,600,1,0,0,0,0,0,0,11,11,19,60,86,88
17310,35,0,745,0,0,0,0,0,0,0,11,11,19,77,380,896
17311,52,0,700,6,0,0,0,0,0,0,11,11,19,82,383,774
17312,41,0,445,6,0,0,0,0,0,0,11,11,20,59,217,1477
17313,17,0,551,15,0,0,0,0,0,0,11,11,20,77,573,1136
17314,60,0,150,6,0,0,0,0,0,0,11,11,21,33,222,1065
17315,52,0,740,1,0,0,0,0,0,0,11,11,21,13,64,69
17316,58,0,700,36,0,0,0,0,0,0,11,11,21,14,394,522
